deal No,dummy,dummy,dateTime,The number of Product A bought ,The number of Product B bought 
1376,-,-,05 February 2021,600 ,40 
1377,-,-,05 September 2021,602 ,40 
1378,-,-,5/16/2021,604 ,40 
1379,-,-,5/19/2021,606 ,40 
1380,-,-,05 January 2021,608 ,40 
1381,-,-,05 February 2021,610 ,41 
1382,-,-,05 March 2021,612 ,41 
1383,-,-,05 April 2021,614 ,41 
1384,-,-,05 May 2021,616 ,41 
1385,-,-,05 June 2021,618 ,41 
1386,-,-,05 July 2021,620 ,41 
1387,-,-,05 August 2021,622 ,41 
1388,-,-,05 September 2021,624 ,42 
1389,-,-,05 October 2021,626 ,42 
1390,-,-,5/15/2021,628 ,42 
1391,-,-,5/16/2021,630 ,42 
1392,-,-,5/23/2021,632 ,42 
1393,-,-,5/24/2021,634 ,42 
1394,-,-,5/30/2021,636 ,42 
1395,-,-,05 January 2021,638 ,42 
1396,-,-,05 February 2021,640 ,43 
1397,-,-,05 August 2021,643 ,43 
1398,-,-,05 September 2021,645 ,43 
1399,-,-,5/17/2021,647 ,43 
1400,-,-,5/18/2021,649 ,43 
1401,-,-,5/23/2021,651 ,43 
1402,-,-,5/24/2021,653 ,43 
1403,-,-,5/31/2021,655 ,43 
1404,-,-,05 January 2021,657 ,44 
1405,-,-,05 February 2021,659 ,44 
1406,-,-,5/18/2021,661 ,44 
1407,-,-,5/20/2021,663 ,44 
1408,-,-,5/28/2021,665 ,44 
1409,-,-,5/29/2021,667 ,44 
1410,-,-,05 April 2021,669 ,44 
1411,-,-,05 May 2021,671 ,45 
1412,-,-,05 December 2021,673 ,45 
1413,-,-,5/13/2021,675 ,45 
1414,-,-,5/19/2021,677 ,45 
1415,-,-,5/27/2021,679 ,45 
1416,-,-,5/28/2021,681 ,45 
1417,-,-,05 February 2021,683 ,45 
1418,-,-,05 March 2021,685 ,45 
1419,-,-,05 August 2021,687 ,46 
1420,-,-,05 September 2021,689 ,46 
1421,-,-,05 October 2021,691 ,46 
1422,-,-,5/16/2021,693 ,46 
1423,-,-,05 January 2021,695 ,46 
1424,-,-,05 February 2021,697 ,46 
1425,-,-,05 August 2021,699 ,46 
1426,-,-,05 September 2021,702 ,47 
1427,-,-,5/15/2021,704 ,47 
1428,-,-,5/16/2021,706 ,47 
1429,-,-,5/17/2021,708 ,47 
1430,-,-,5/23/2021,710 ,47 
1431,-,-,5/24/2021,712 ,47 
1432,-,-,5/30/2021,714 ,47 
1433,-,-,05 May 2021,716 ,47 
1434,-,-,05 June 2021,718 ,48 
1435,-,-,05 December 2021,720 ,48 
1436,-,-,5/19/2021,722 ,48 
1437,-,-,5/20/2021,724 ,48 
1438,-,-,5/28/2021,726 ,48 
1439,-,-,5/29/2021,728 ,48 
1440,-,-,5/30/2021,730 ,48 
1441,-,-,5/31/2021,732 ,48 
1442,-,-,05 January 2021,734 ,49 
1443,-,-,05 May 2021,736 ,49 
1444,-,-,05 June 2021,738 ,49 
1445,-,-,5/23/2021,740 ,49 
1446,-,-,5/24/2021,742 ,49 
1447,-,-,5/25/2021,744 ,49 
1448,-,-,5/26/2021,746 ,49 
1449,-,-,5/27/2021,748 ,50 
1450,-,-,5/28/2021,750 ,50 
1451,-,-,5/29/2021,752 ,50 
1452,-,-,5/30/2021,754 ,50 
1453,-,-,5/31/2021,756 ,50 
1454,-,-,05 February 2021,759 ,50 
1455,-,-,05 March 2021,761 ,50 
1456,-,-,5/19/2021,763 ,50 
1457,-,-,5/22/2021,765 ,51 
1458,-,-,5/29/2021,767 ,51 
1459,-,-,05 March 2021,769 ,51 
1460,-,-,05 April 2021,771 ,51 
1461,-,-,05 July 2021,773 ,51 
1462,-,-,05 August 2021,775 ,51 
1463,-,-,5/14/2021,777 ,51 
1464,-,-,5/15/2021,779 ,52 
1465,-,-,5/22/2021,781 ,52 
1466,-,-,5/23/2021,783 ,52 
1467,-,-,5/29/2021,785 ,52 
1468,-,-,5/30/2021,787 ,52 
1469,-,-,05 June 2021,789 ,52 
1470,-,-,5/14/2021,791 ,52 
1471,-,-,5/28/2021,793 ,52 
1472,-,-,05 April 2021,795 ,53 
1473,-,-,05 May 2021,797 ,53 
1474,-,-,05 September 2021,799 ,53 
1475,-,-,05 October 2021,801 ,53 
1476,-,-,5/16/2021,803 ,53 
1477,-,-,5/17/2021,805 ,53 
1478,-,-,5/25/2021,807 ,53 
1479,-,-,5/26/2021,809 ,53 
1480,-,-,5/31/2021,811 ,54 
1481,-,-,05 January 2021,813 ,54 
1482,-,-,5/14/2021,815 ,54 
1483,-,-,5/15/2021,818 ,54 
1484,-,-,5/22/2021,820 ,54 
1485,-,-,5/29/2021,822 ,54 
1486,-,-,5/30/2021,824 ,54 
1487,-,-,05 January 2021,826 ,55 
1488,-,-,05 May 2021,828 ,55 
1489,-,-,05 June 2021,830 ,55 
1490,-,-,05 December 2021,832 ,55 
1491,-,-,5/13/2021,834 ,55 
1492,-,-,5/19/2021,836 ,55 
1493,-,-,5/20/2021,838 ,55 
1494,-,-,5/30/2021,840 ,55 
1495,-,-,5/31/2021,842 ,56 
1496,-,-,05 May 2021,844 ,56 
1497,-,-,05 June 2021,846 ,56 
1498,-,-,05 December 2021,848 ,56 
1499,-,-,5/13/2021,850 ,56 
1500,-,-,5/19/2021,852 ,56 
1501,-,-,5/20/2021,854 ,56 
1502,-,-,5/21/2021,856 ,57 
1503,-,-,5/30/2021,858 ,57 
1504,-,-,5/31/2021,860 ,57 
1505,-,-,05 January 2021,862 ,57 
1506,-,-,05 February 2021,864 ,57 
1507,-,-,05 August 2021,866 ,57 
1508,-,-,05 September 2021,868 ,57 
1509,-,-,05 October 2021,870 ,57 
1510,-,-,5/16/2021,872 ,58 
1511,-,-,5/17/2021,875 ,58 
1512,-,-,5/23/2021,877 ,58 
1513,-,-,5/24/2021,879 ,58 
1514,-,-,5/30/2021,881 ,58 
1515,-,-,05 May 2021,883 ,58 
1516,-,-,05 June 2021,885 ,58 
1517,-,-,5/14/2021,887 ,58 
1518,-,-,5/15/2021,889 ,59 
1519,-,-,5/21/2021,891 ,59 
1520,-,-,5/22/2021,893 ,59 
1521,-,-,5/28/2021,895 ,59 
1522,-,-,5/29/2021,897 ,59 
1523,-,-,05 March 2021,899 ,59 
1524,-,-,05 September 2021,901 ,59 
1525,-,-,05 October 2021,903 ,60 
1526,-,-,5/17/2021,905 ,60 
1527,-,-,5/18/2021,907 ,60 
1528,-,-,5/25/2021,909 ,60 
1529,-,-,05 May 2021,911 ,60 
1530,-,-,5/13/2021,913 ,60 
1531,-,-,5/14/2021,915 ,60 
1532,-,-,5/20/2021,917 ,60 
1533,-,-,5/21/2021,919 ,61 
1534,-,-,5/27/2021,921 ,61 
1535,-,-,5/28/2021,923 ,61 
1536,-,-,05 April 2021,925 ,61 
1537,-,-,05 May 2021,927 ,61 
1538,-,-,5/13/2021,929 ,61 
1539,-,-,5/14/2021,931 ,61 
1540,-,-,5/18/2021,934 ,62 
1541,-,-,5/19/2021,936 ,62 
1542,-,-,5/26/2021,938 ,62 
1543,-,-,5/27/2021,940 ,62 
1544,-,-,5/31/2021,942 ,62 
1545,-,-,05 January 2021,944 ,62 
1546,-,-,05 April 2021,946 ,62 
1547,-,-,05 November 2021,948 ,62 
1548,-,-,05 December 2021,950 ,63 
1549,-,-,5/18/2021,952 ,63 
1550,-,-,5/26/2021,954 ,63 
1551,-,-,5/27/2021,956 ,63 
1552,-,-,05 June 2021,958 ,63 
1553,-,-,05 July 2021,960 ,63 
1554,-,-,5/21/2021,962 ,63 
1555,-,-,5/22/2021,964 ,63 
1556,-,-,5/28/2021,966 ,64 
1557,-,-,5/29/2021,968 ,64 
1558,-,-,05 December 2021,970 ,64 
1559,-,-,5/13/2021,972 ,64 
1560,-,-,5/17/2021,974 ,64 
1561,-,-,5/18/2021,976 ,64 
1562,-,-,5/19/2021,978 ,64 
1563,-,-,5/25/2021,980 ,65 
1564,-,-,5/26/2021,982 ,65 
1565,-,-,5/31/2021,984 ,65 
1566,-,-,05 March 2021,986 ,65 
1567,-,-,05 April 2021,988 ,65 
1568,-,-,05 August 2021,991 ,65 
1569,-,-,05 September 2021,993 ,65 
1570,-,-,5/19/2021,995 ,65 
1571,-,-,5/25/2021,997 ,66 
1572,-,-,5/30/2021,999 ,66 
1573,-,-,5/31/2021,1001 ,66 
1574,-,-,5/22/2021,1003 ,66 
1575,-,-,5/29/2021,1005 ,66 
1576,-,-,5/30/2021,1007 ,66 
1577,-,-,05 July 2021,1009 ,66 
1578,-,-,05 August 2021,1011 ,67 
1579,-,-,5/14/2021,1013 ,67 
1580,-,-,5/15/2021,1015 ,67 
1581,-,-,5/20/2021,1017 ,67 
1582,-,-,5/21/2021,1019 ,67 
1583,-,-,5/28/2021,1021 ,67 
1584,-,-,5/29/2021,1023 ,67 
1585,-,-,5/30/2021,1025 ,67 
1586,-,-,5/31/2021,1027 ,68 
1587,-,-,05 January 2021,1029 ,68 
1588,-,-,05 March 2021,1031 ,68 
1589,-,-,05 April 2021,1033 ,68 
1590,-,-,05 October 2021,1035 ,68 
1591,-,-,05 November 2021,1037 ,68 
1592,-,-,5/19/2021,1039 ,68 
1593,-,-,5/20/2021,1041 ,68 
1594,-,-,5/21/2021,1043 ,69 
1595,-,-,5/22/2021,1045 ,69 
1596,-,-,5/25/2021,1047 ,69 
1597,-,-,5/26/2021,1050 ,69 
1598,-,-,5/27/2021,1052 ,69 
1599,-,-,5/31/2021,1054 ,69 
1600,-,-,05 January 2021,1056 ,69 
1601,-,-,05 October 2021,1058 ,70 
1602,-,-,05 November 2021,1060 ,70 
1603,-,-,5/16/2021,1062 ,70 
1604,-,-,5/17/2021,1064 ,70 
1605,-,-,5/23/2021,1066 ,70 
1606,-,-,5/24/2021,1068 ,70 
1607,-,-,5/29/2021,1070 ,70 
1608,-,-,5/30/2021,1072 ,70 
1609,-,-,05 April 2021,1074 ,71 
1610,-,-,05 May 2021,1076 ,71 
1611,-,-,05 June 2021,1078 ,71 
1612,-,-,05 December 2021,1080 ,71 
1613,-,-,5/13/2021,1082 ,71 
1614,-,-,5/18/2021,1084 ,71 
1615,-,-,5/19/2021,1086 ,71 
1616,-,-,5/26/2021,1088 ,72 
1617,-,-,5/27/2021,1090 ,72 
1618,-,-,5/16/2021,1092 ,72 
1619,-,-,5/17/2021,1094 ,72 
1620,-,-,5/18/2021,1096 ,72 
1621,-,-,5/19/2021,1098 ,72 
1622,-,-,5/29/2021,1100 ,72 
1623,-,-,5/30/2021,1102 ,72 
1624,-,-,5/31/2021,1104 ,73 
1625,-,-,05 June 2021,1107 ,73 
1626,-,-,05 July 2021,1109 ,73 
1627,-,-,5/14/2021,1111 ,73 
1628,-,-,5/15/2021,1113 ,73 
1629,-,-,5/25/2021,1115 ,73 
1630,-,-,5/26/2021,1117 ,73 
1631,-,-,5/29/2021,1119 ,73 
1632,-,-,5/30/2021,1121 ,74 
1633,-,-,05 June 2021,1123 ,74 
1634,-,-,05 July 2021,1125 ,74 
1635,-,-,5/14/2021,1127 ,74 
1636,-,-,5/15/2021,1129 ,74 
1637,-,-,5/21/2021,1131 ,74 
1638,-,-,5/29/2021,1133 ,74 
1639,-,-,5/30/2021,1135 ,75 
1640,-,-,05 January 2021,1137 ,75 
1641,-,-,05 February 2021,1139 ,75 
1642,-,-,05 August 2021,1141 ,75 
1643,-,-,05 September 2021,1143 ,75 
1644,-,-,05 October 2021,1145 ,75 
1645,-,-,5/15/2021,1147 ,75 
1646,-,-,5/16/2021,1149 ,75 
1647,-,-,05 January 2021,1151 ,76 
1648,-,-,05 July 2021,1153 ,76 
1649,-,-,05 August 2021,1155 ,76 
1650,-,-,5/15/2021,1157 ,76 
1651,-,-,5/16/2021,1159 ,76 
1652,-,-,5/29/2021,1161 ,76 
1653,-,-,5/30/2021,1163 ,76 
1654,-,-,5/31/2021,1166 ,77 
1655,-,-,05 January 2021,1168 ,77 
1656,-,-,05 July 2021,1170 ,77 
1657,-,-,5/14/2021,1172 ,77 
1658,-,-,5/15/2021,1174 ,77 
1659,-,-,5/21/2021,1176 ,77 
1660,-,-,5/22/2021,1178 ,77 
1661,-,-,5/29/2021,1180 ,77 
1662,-,-,5/30/2021,1182 ,78 
1663,-,-,5/13/2021,1184 ,78 
1664,-,-,5/14/2021,1186 ,78 
1665,-,-,5/19/2021,1188 ,78 
1666,-,-,5/20/2021,1190 ,78 
1667,-,-,5/27/2021,1192 ,78 
1668,-,-,5/28/2021,1194 ,78 
1669,-,-,5/15/2021,1196 ,78 
1670,-,-,5/16/2021,1198 ,79 
1671,-,-,5/24/2021,1200 ,79 
1672,-,-,5/25/2021,1202 ,79 
1673,-,-,05 January 2021,1204 ,79 
1674,-,-,5/19/2021,1206 ,79 
1675,-,-,5/20/2021,1208 ,79 
1676,-,-,5/21/2021,1210 ,79 
1677,-,-,5/22/2021,1212 ,80 
1678,-,-,5/28/2021,1214 ,80 
1679,-,-,5/29/2021,1216 ,80 
1680,-,-,05 March 2021,1218 ,80 
1681,-,-,05 April 2021,1220 ,80 
1682,-,-,05 November 2021,1223 ,80 
1683,-,-,5/17/2021,1225 ,80 
1684,-,-,5/18/2021,1227 ,80 
1685,-,-,5/25/2021,1229 ,81 
1686,-,-,5/31/2021,1231 ,81 
1687,-,-,05 May 2021,1233 ,81 
1688,-,-,05 June 2021,1235 ,81 
1689,-,-,05 December 2021,1237 ,81 
1690,-,-,5/20/2021,1239 ,81 
1691,-,-,5/21/2021,1241 ,81 
1692,-,-,5/28/2021,1243 ,82 
1693,-,-,5/29/2021,1245 ,82 
1694,-,-,05 February 2021,1247 ,82 
1695,-,-,05 August 2021,1249 ,82 
1696,-,-,05 September 2021,1251 ,82 
1697,-,-,5/15/2021,1253 ,82 
1698,-,-,5/23/2021,1255 ,82 
1699,-,-,5/24/2021,1257 ,82 
1700,-,-,5/30/2021,1259 ,83 
1701,-,-,5/31/2021,1261 ,83 
1702,-,-,05 April 2021,1263 ,83 
1703,-,-,05 May 2021,1265 ,83 
1704,-,-,5/15/2021,1267 ,83 
1705,-,-,5/16/2021,1269 ,83 
1706,-,-,5/20/2021,1271 ,83 
1707,-,-,5/21/2021,1273 ,83 
1708,-,-,5/27/2021,1275 ,84 
1709,-,-,5/28/2021,1277 ,84 
1710,-,-,05 March 2021,1279 ,84 
1711,-,-,05 October 2021,1282 ,84 
1712,-,-,05 November 2021,1284 ,84 
1713,-,-,5/17/2021,1286 ,84 
1714,-,-,5/25/2021,1288 ,84 
1715,-,-,5/26/2021,1290 ,85 
1716,-,-,05 January 2021,1292 ,85 
1717,-,-,05 June 2021,1294 ,85 
1718,-,-,5/13/2021,1296 ,85 
1719,-,-,5/14/2021,1298 ,85 
1720,-,-,5/20/2021,1300 ,85 
1721,-,-,5/21/2021,1302 ,85 
1722,-,-,5/28/2021,1304 ,85 
1723,-,-,5/29/2021,1306 ,86 
1724,-,-,5/30/2021,1308 ,86 
1725,-,-,5/31/2021,1310 ,86 
1726,-,-,05 January 2021,1312 ,86 
1727,-,-,5/14/2021,1314 ,86 
1728,-,-,5/15/2021,1316 ,86 
1729,-,-,5/16/2021,1318 ,86 
1730,-,-,5/17/2021,1320 ,87 
1731,-,-,5/23/2021,1322 ,87 
1732,-,-,5/24/2021,1324 ,87 
1733,-,-,5/30/2021,1326 ,87 
1734,-,-,5/31/2021,1328 ,87 
1735,-,-,5/25/2021,1330 ,87 
1736,-,-,5/26/2021,1332 ,87 
1737,-,-,5/30/2021,1334 ,87 
1738,-,-,5/31/2021,1336 ,88 
1739,-,-,05 March 2021,1339 ,88 
1740,-,-,05 April 2021,1341 ,88 
1741,-,-,05 October 2021,1343 ,88 
1742,-,-,5/17/2021,1345 ,88 
1743,-,-,5/18/2021,1347 ,88 
1744,-,-,5/19/2021,1349 ,88 
1745,-,-,5/20/2021,1351 ,88 
1746,-,-,5/21/2021,1353 ,89 
1747,-,-,5/22/2021,1355 ,89 
1748,-,-,5/31/2021,1357 ,89 
1749,-,-,05 January 2021,1359 ,89 
1750,-,-,05 August 2021,1361 ,89 
1751,-,-,05 September 2021,1363 ,89 
1752,-,-,05 November 2021,1365 ,89 
1753,-,-,5/15/2021,1367 ,90 
1754,-,-,5/16/2021,1369 ,90 
1755,-,-,5/23/2021,1371 ,90 
1756,-,-,5/24/2021,1373 ,90 
1757,-,-,5/29/2021,1375 ,90 
1758,-,-,5/30/2021,1377 ,90 
1759,-,-,05 December 2021,1379 ,90 
1760,-,-,5/13/2021,1381 ,90 
1761,-,-,5/14/2021,1383 ,91 
1762,-,-,5/21/2021,1385 ,91 
1763,-,-,5/28/2021,1387 ,91 
1764,-,-,5/29/2021,1389 ,91 
1765,-,-,05 January 2021,1391 ,91 
1766,-,-,05 February 2021,1393 ,91 
1767,-,-,5/13/2021,1395 ,91 
1768,-,-,5/14/2021,1398 ,92 
1769,-,-,5/16/2021,1400 ,92 
1770,-,-,5/24/2021,1402 ,92 
1771,-,-,05 May 2021,1404 ,92 
1772,-,-,05 June 2021,1406 ,92 
1773,-,-,05 December 2021,1408 ,92 
1774,-,-,5/13/2021,1410 ,92 
1775,-,-,05 May 2021,1412 ,92 
1776,-,-,05 June 2021,1414 ,93 
1777,-,-,05 November 2021,1416 ,93 
1778,-,-,05 December 2021,1418 ,93 
1779,-,-,5/19/2021,1420 ,93 
1780,-,-,5/26/2021,1422 ,93 
1781,-,-,5/27/2021,1424 ,93 
1782,-,-,05 July 2021,1426 ,93 
1783,-,-,05 August 2021,1428 ,93 
1784,-,-,5/14/2021,1430 ,94 
1785,-,-,5/15/2021,1432 ,94 
1786,-,-,5/22/2021,1434 ,94 
1787,-,-,5/23/2021,1436 ,94 
1788,-,-,5/29/2021,1438 ,94 
1789,-,-,5/30/2021,1440 ,94 
1790,-,-,05 January 2021,1442 ,94 
1791,-,-,05 February 2021,1444 ,95 
1792,-,-,05 April 2021,1446 ,95 
1793,-,-,05 May 2021,1448 ,95 
1794,-,-,05 November 2021,1450 ,95 
1795,-,-,05 December 2021,1452 ,95 
1796,-,-,5/18/2021,1455 ,95 
1797,-,-,5/19/2021,1457 ,95 
1798,-,-,5/20/2021,1459 ,95 
1799,-,-,5/21/2021,1461 ,96 
1800,-,-,5/22/2021,1463 ,96 
1801,-,-,5/25/2021,1465 ,96 
1802,-,-,05 May 2021,1467 ,96 
1803,-,-,05 June 2021,1469 ,96 
1804,-,-,05 July 2021,1471 ,96 
1805,-,-,05 August 2021,1473 ,96 
1806,-,-,5/14/2021,1475 ,97 
1807,-,-,5/15/2021,1477 ,97 
1808,-,-,5/22/2021,1479 ,97 
1809,-,-,5/23/2021,1481 ,97 
1810,-,-,5/27/2021,1483 ,97 
1811,-,-,5/28/2021,1485 ,97 
1812,-,-,05 March 2021,1487 ,97 
1813,-,-,05 April 2021,1489 ,97 
1814,-,-,05 May 2021,1491 ,98 
1815,-,-,5/20/2021,1493 ,98 
1816,-,-,5/21/2021,1495 ,98 
1817,-,-,5/28/2021,1497 ,98 
1818,-,-,5/29/2021,1499 ,98 
1819,-,-,05 May 2021,1501 ,98 
1820,-,-,05 June 2021,1503 ,98 
1821,-,-,05 November 2021,1505 ,98 
1822,-,-,05 December 2021,1507 ,99 
1823,-,-,5/19/2021,1509 ,99 
1824,-,-,5/20/2021,1511 ,99 
1825,-,-,5/26/2021,1514 ,99 
1826,-,-,05 May 2021,1516 ,99 
1827,-,-,05 December 2021,1518 ,99 
1828,-,-,5/13/2021,1520 ,99 
1829,-,-,5/20/2021,1522 ,100 
1830,-,-,5/21/2021,1524 ,100 
1831,-,-,5/28/2021,1526 ,100 
1832,-,-,5/29/2021,1528 ,100 
1833,-,-,5/28/2021,1530 ,100 
1834,-,-,5/20/2021,1532 ,100 
1835,-,-,5/21/2021,1534 ,100 
1836,-,-,5/23/2021,1536 ,100 
1837,-,-,5/29/2021,1538 ,101 
1838,-,-,5/30/2021,1540 ,101 
1839,-,-,5/13/2021,1542 ,101 
1840,-,-,5/14/2021,1544 ,101 
1841,-,-,5/20/2021,1546 ,101 
1842,-,-,5/21/2021,1548 ,101 
1843,-,-,5/22/2021,1550 ,101 
1844,-,-,5/29/2021,1552 ,102 
1845,-,-,5/30/2021,1554 ,102 
1846,-,-,05 February 2021,1556 ,102 
1847,-,-,05 September 2021,1558 ,102 
1848,-,-,05 October 2021,1560 ,102 
1849,-,-,5/16/2021,1562 ,102 
1850,-,-,5/23/2021,1564 ,102 
1851,-,-,5/30/2021,1566 ,102 
1852,-,-,5/31/2021,1568 ,103 
1853,-,-,05 November 2021,1571 ,103 
1854,-,-,05 December 2021,1573 ,103 
1855,-,-,5/14/2021,1575 ,103 
1856,-,-,5/19/2021,1577 ,103 
1857,-,-,5/20/2021,1579 ,103 
1858,-,-,5/27/2021,1581 ,103 
1859,-,-,5/28/2021,1583 ,104 
1860,-,-,05 February 2021,1585 ,104 
1861,-,-,05 March 2021,1587 ,104 
1862,-,-,05 September 2021,1589 ,104 
1863,-,-,05 October 2021,1591 ,104 
1864,-,-,5/16/2021,1593 ,104 
1865,-,-,5/17/2021,1595 ,104 
1866,-,-,5/28/2021,1597 ,104 
1867,-,-,5/30/2021,1599 ,105 
1868,-,-,5/31/2021,1601 ,105 
1869,-,-,05 March 2021,1603 ,105 
1870,-,-,05 September 2021,1605 ,105 
1871,-,-,05 October 2021,1607 ,105 
1872,-,-,05 May 2021,1609 ,105 
1873,-,-,05 June 2021,1611 ,105 
1874,-,-,5/13/2021,1613 ,105 
1875,-,-,5/14/2021,1615 ,106 
1876,-,-,5/19/2021,1617 ,106 
1877,-,-,5/20/2021,1619 ,106 
1878,-,-,5/27/2021,1621 ,106 
1879,-,-,5/28/2021,1623 ,106 
1880,-,-,05 February 2021,1625 ,106 
1881,-,-,05 March 2021,1627 ,106 
1882,-,-,05 June 2021,1630 ,107 
1883,-,-,05 July 2021,1632 ,107 
1884,-,-,5/13/2021,1634 ,107 
1885,-,-,5/14/2021,1636 ,107 
1886,-,-,5/19/2021,1638 ,107 
1887,-,-,5/20/2021,1640 ,107 
1888,-,-,05 October 2021,1642 ,107 
1889,-,-,05 November 2021,1644 ,107 
1890,-,-,5/17/2021,1646 ,108 
1891,-,-,5/18/2021,1648 ,108 
1892,-,-,5/25/2021,1650 ,108 
1893,-,-,5/26/2021,1652 ,108 
1894,-,-,05 January 2021,1654 ,108 
1895,-,-,05 October 2021,1656 ,108 
1896,-,-,05 November 2021,1658 ,108 
1897,-,-,5/14/2021,1660 ,109 
1898,-,-,5/15/2021,1662 ,109 
1899,-,-,5/22/2021,1664 ,109 
1900,-,-,5/23/2021,1666 ,109 
1901,-,-,5/24/2021,1668 ,109 
1902,-,-,5/29/2021,1670 ,109 
1903,-,-,5/19/2021,1672 ,109 
1904,-,-,5/20/2021,1674 ,109 
1905,-,-,5/23/2021,1676 ,110 
1906,-,-,5/24/2021,1678 ,110 
1907,-,-,5/30/2021,1680 ,110 
1908,-,-,05 March 2021,1682 ,110 
1909,-,-,05 April 2021,1684 ,110 
1910,-,-,05 October 2021,1687 ,110 
1911,-,-,05 November 2021,1689 ,110 
1912,-,-,5/19/2021,1691 ,110 
1913,-,-,5/20/2021,1693 ,111 
1914,-,-,5/21/2021,1695 ,111 
1915,-,-,5/22/2021,1697 ,111 
1916,-,-,5/23/2021,1699 ,111 
1917,-,-,5/29/2021,1701 ,111 
1918,-,-,5/30/2021,1703 ,111 
1919,-,-,5/31/2021,1705 ,111 
1920,-,-,05 March 2021,1707 ,112 
1921,-,-,05 April 2021,1709 ,112 
1922,-,-,05 November 2021,1711 ,112 
1923,-,-,05 December 2021,1713 ,112 
1924,-,-,5/17/2021,1715 ,112 
1925,-,-,5/18/2021,1717 ,112 
1926,-,-,5/30/2021,1719 ,112 
1927,-,-,5/31/2021,1721 ,112 
1928,-,-,05 April 2021,1723 ,113 
1929,-,-,05 November 2021,1725 ,113 
1930,-,-,05 December 2021,1727 ,113 
1931,-,-,5/15/2021,1729 ,113 
1932,-,-,5/18/2021,1731 ,113 
1933,-,-,5/19/2021,1733 ,113 
1934,-,-,5/26/2021,1735 ,113 
1935,-,-,5/31/2021,1737 ,114 
1936,-,-,05 January 2021,1739 ,114 
1937,-,-,05 July 2021,1741 ,114 
1938,-,-,05 August 2021,1743 ,114 
1939,-,-,5/13/2021,1746 ,114 
1940,-,-,5/15/2021,1748 ,114 
1941,-,-,5/16/2021,1750 ,114 
1942,-,-,5/21/2021,1752 ,114 
1943,-,-,5/22/2021,1754 ,115 
1944,-,-,5/29/2021,1756 ,115 
1945,-,-,5/30/2021,1758 ,115 
1946,-,-,5/23/2021,1760 ,115 
1947,-,-,5/24/2021,1762 ,115 
1948,-,-,5/30/2021,1764 ,115 
1949,-,-,05 February 2021,1766 ,115 
1950,-,-,05 March 2021,1768 ,115 
1951,-,-,05 June 2021,1770 ,116 
1952,-,-,05 July 2021,1772 ,116 
1953,-,-,5/14/2021,1774 ,116 
1954,-,-,5/15/2021,1776 ,116 
1955,-,-,5/21/2021,1778 ,116 
1956,-,-,5/22/2021,1780 ,116 
1957,-,-,5/28/2021,1782 ,116 
1958,-,-,5/29/2021,1784 ,117 
1959,-,-,5/30/2021,1786 ,117 
1960,-,-,05 February 2021,1788 ,117 
1961,-,-,05 March 2021,1790 ,117 
1962,-,-,05 April 2021,1792 ,117 
1963,-,-,05 October 2021,1794 ,117 
1964,-,-,5/25/2021,1796 ,117 
1965,-,-,5/26/2021,1798 ,117 
1966,-,-,5/31/2021,1800 ,118 
1967,-,-,5/26/2021,1803 ,118 
1968,-,-,5/27/2021,1805 ,118 
1969,-,-,5/30/2021,1807 ,118 
1970,-,-,5/31/2021,1809 ,118 
1971,-,-,05 May 2021,1811 ,118 
1972,-,-,05 June 2021,1813 ,118 
1973,-,-,05 December 2021,1815 ,119 
1974,-,-,5/13/2021,1817 ,119 
1975,-,-,05 April 2021,1819 ,119 
1976,-,-,05 October 2021,1821 ,119 
1977,-,-,05 November 2021,1823 ,119 
1978,-,-,5/16/2021,1825 ,119 
1979,-,-,5/17/2021,1827 ,119 
1980,-,-,5/24/2021,1829 ,119 
1981,-,-,5/25/2021,1831 ,120 
1982,-,-,05 January 2021,1833 ,120 
1983,-,-,05 August 2021,1835 ,120 
1984,-,-,05 September 2021,1837 ,120 
1985,-,-,5/16/2021,1839 ,120 
1986,-,-,5/17/2021,1841 ,120 
1987,-,-,5/24/2021,1843 ,120 
1988,-,-,5/25/2021,1845 ,120 
1989,-,-,5/30/2021,1847 ,121 
1990,-,-,05 January 2021,1849 ,121 
1991,-,-,05 July 2021,1851 ,121 
1992,-,-,5/14/2021,1853 ,121 
1993,-,-,5/21/2021,1855 ,121 
1994,-,-,5/22/2021,1857 ,121 
1995,-,-,5/29/2021,1859 ,121 
1996,-,-,5/23/2021,1862 ,122 
1997,-,-,5/24/2021,1864 ,122 
1998,-,-,5/25/2021,1866 ,122 
1999,-,-,5/26/2021,1868 ,122 
2000,-,-,5/29/2021,1870 ,122 
2001,-,-,05 March 2021,1872 ,122 
2002,-,-,05 September 2021,1874 ,122 
2003,-,-,05 October 2021,1876 ,122 
2004,-,-,5/16/2021,1878 ,123 
2005,-,-,05 March 2021,1880 ,123 
2006,-,-,05 April 2021,1882 ,123 
2007,-,-,05 November 2021,1884 ,123 
2008,-,-,05 December 2021,1886 ,123 
2009,-,-,5/18/2021,1888 ,123 
2010,-,-,5/19/2021,1890 ,123 
2011,-,-,5/26/2021,1892 ,124 
2012,-,-,5/31/2021,1894 ,124 
2013,-,-,05 February 2021,1896 ,124 
2014,-,-,05 March 2021,1898 ,124 
2015,-,-,05 September 2021,1900 ,124 
2016,-,-,5/16/2021,1902 ,124 
2017,-,-,5/17/2021,1904 ,124 
2018,-,-,5/25/2021,1906 ,124 
